date,COMP_AD_2022_Q3,meta
2022-07-22 00:00:00,-190.09565295114783,
2022-07-22 10:00:00,-206.26234314733188,
2022-07-22 10:30:00,-219.7590370103511,
2022-07-22 12:00:00,-232.96779849584493,
2022-07-22 13:30:00,-210.58208501512956,
2022-07-22 15:00:00,-181.133077242564,
2022-07-22 15:30:30,-181.133077242564,
2022-07-22 23:59:59,-203.6512737155757,w
2022-07-25 00:00:00,-190.80773073354794,
2022-07-25 10:00:00,-209.89688957275052,
2022-07-25 10:30:00,-212.76028680128547,
2022-07-25 12:00:00,-193.3426061940229,
2022-07-25 13:30:00,-192.6788503449502,
2022-07-25 15:00:00,-199.98086636962364,
2022-07-25 15:30:30,-199.98086636962364,
2022-07-25 23:59:59,-194.94786878550372,c
2022-07-26 00:00:00,-207.3057696379526,
2022-07-26 10:00:00,-245.27060103180668,
2022-07-26 10:30:00,-254.44133862753574,
2022-07-26 12:00:00,-196.7525809476947,
2022-07-26 13:30:00,-182.52197314117814,
2022-07-26 15:00:00,-179.1452792735264,
2022-07-26 15:30:30,-179.1452792735264,
2022-07-26 23:59:59,-170.983581817291,c
2022-07-27 00:00:00,-125.31551857501432,
2022-07-27 10:00:00,-135.86015711779538,
2022-07-27 10:30:00,-142.72307320896272,
2022-07-27 12:00:00,-131.73468975819878,
2022-07-27 13:30:00,-140.24938664635886,
2022-07-27 15:00:00,-147.97445988590204,
2022-07-27 15:30:30,-147.97445988590204,
2022-07-27 23:59:59,-168.4960832727238,c
2022-07-28 00:00:00,-174.55921011177236,
2022-07-28 10:00:00,-148.47581378783605,
2022-07-28 10:30:00,-165.70926867596302,
2022-07-28 12:00:00,-164.12851057886485,
2022-07-28 13:30:00,-168.20741954321397,
2022-07-28 15:00:00,-177.78162573634916,
2022-07-28 15:30:30,-177.78162573634916,
2022-07-28 23:59:59,-169.0467670165026,c
2022-07-29 00:00:00,-139.88822937879956,
2022-07-29 10:00:00,-142.7808725447327,
2022-07-29 10:30:00,-164.1188483034564,
2022-07-29 12:00:00,-190.4642759190117,
2022-07-29 13:30:00,-170.45663913314047,
2022-07-29 15:00:00,-182.85646349567992,
2022-07-29 15:30:30,-182.85646349567992,
2022-07-29 23:59:59,-170.13071517009303,w
2022-08-01 00:00:00,-157.05183584958002,
2022-08-01 10:00:00,-157.20587752380857,
2022-08-01 10:30:00,-128.71186234052794,
2022-08-01 12:00:00,-119.43934911759476,
2022-08-01 13:30:00,-140.68367231657152,
2022-08-01 15:00:00,-122.19532436994893,
2022-08-01 15:30:30,-122.19532436994893,
2022-08-01 23:59:59,-97.14892979248538,c
2022-08-02 00:00:00,-95.32880684224318,
2022-08-02 10:00:00,-58.2283729591731,
2022-08-02 10:30:00,-43.97556566276086,
2022-08-02 12:00:00,-76.90361625765388,
2022-08-02 13:30:00,-73.04222321222568,
2022-08-02 15:00:00,-67.79611515307096,
2022-08-02 15:30:30,-67.79611515307096,
2022-08-02 23:59:59,-80.23178371254738,c
2022-08-03 00:00:00,-73.90796188060585,
2022-08-03 10:00:00,-46.60565125184786,
2022-08-03 10:30:00,-20.54086324346713,
2022-08-03 12:00:00,-37.85451508922421,
2022-08-03 13:30:00,-29.890521318269805,
2022-08-03 15:00:00,-43.57989824385356,
2022-08-03 15:30:30,-43.57989824385356,
2022-08-03 23:59:59,-46.4119017871883,c
2022-08-04 00:00:00,40.973386327833,
2022-08-04 10:00:00,66.35281003395346,
2022-08-04 10:30:00,58.616519253001286,
2022-08-04 12:00:00,54.43382660121432,
2022-08-04 13:30:00,71.38054807150525,
2022-08-04 15:00:00,81.6600647017001,
2022-08-04 15:30:30,81.6600647017001,
2022-08-04 23:59:59,80.94982168380443,c
2022-08-05 00:00:00,57.91655932161348,
2022-08-05 10:00:00,55.158631332179425,
2022-08-05 10:30:00,70.86233868434192,
2022-08-05 12:00:00,61.502913892193874,
2022-08-05 13:30:00,58.910200651349214,
2022-08-05 15:00:00,66.06693142183917,
2022-08-05 15:30:30,66.06693142183917,
2022-08-05 23:59:59,65.00163913898598,w
2022-08-08 00:00:00,45.85979426552592,
2022-08-08 10:00:00,49.61205590533416,
2022-08-08 10:30:00,25.62781466323679,
2022-08-08 12:00:00,43.18172000330799,
2022-08-08 13:30:00,66.58273889540482,
2022-08-08 15:00:00,65.70214589948654,
2022-08-08 15:30:30,65.70214589948654,
2022-08-08 23:59:59,57.766566600901285,c
2022-08-09 00:00:00,58.6589173546588,
2022-08-09 10:00:00,77.4683160238859,
2022-08-09 10:30:00,56.33335601713395,
2022-08-09 12:00:00,90.92870980440244,
2022-08-09 13:30:00,103.91671470702477,
2022-08-09 15:00:00,103.03039450770149,
2022-08-09 15:30:30,103.03039450770149,
2022-08-09 23:59:59,136.62399332229643,c
2022-08-10 00:00:00,30.966542772426408,
2022-08-10 10:00:00,54.44511568139444,
2022-08-10 10:30:00,-14.831709719565254,
2022-08-10 12:00:00,3.2793672099698483,
2022-08-10 13:30:00,-11.425344643960955,
2022-08-10 15:00:00,24.05923197640675,
2022-08-10 15:30:30,24.05923197640675,
2022-08-10 23:59:59,61.819518509753834,c
2022-08-11 00:00:00,57.25571235509551,
2022-08-11 10:00:00,114.03903801741907,
2022-08-11 10:30:00,109.44685206345076,
2022-08-11 12:00:00,71.38947263145826,
2022-08-11 13:30:00,72.23998356677419,
2022-08-11 15:00:00,54.30858033290207,
2022-08-11 15:30:30,54.30858033290207,
2022-08-11 23:59:59,30.796635613218598,c
2022-08-12 00:00:00,32.81039504741227,
2022-08-12 10:00:00,44.565065373086725,
2022-08-12 10:30:00,49.88684738100022,
2022-08-12 12:00:00,15.110148753012538,
2022-08-12 13:30:00,15.56797233880991,
2022-08-12 15:00:00,11.072328388682365,
2022-08-12 15:30:30,11.072328388682365,
2022-08-12 23:59:59,0.0,w
2022-08-15 00:00:00,0.0,
2022-08-15 10:00:00,0.0,
2022-08-15 10:30:00,0.0,
2022-08-15 12:00:00,0.0,
2022-08-15 13:30:00,0.0,
2022-08-15 15:00:00,0.0,
2022-08-15 15:30:30,0.0,
2022-08-15 23:59:59,0.0,c
2022-08-16 00:00:00,0.0,
2022-08-16 10:00:00,0.0,
2022-08-16 10:30:00,0.0,
2022-08-16 12:00:00,0.0,
2022-08-16 13:30:00,0.0,
2022-08-16 15:00:00,0.0,
2022-08-16 15:30:30,0.0,
2022-08-16 23:59:59,0.0,c
2022-08-17 00:00:00,0.0,
2022-08-17 10:00:00,0.0,
2022-08-17 10:30:00,0.0,
2022-08-17 12:00:00,0.0,
2022-08-17 13:30:00,0.0,
2022-08-17 15:00:00,0.0,
2022-08-17 15:30:30,0.0,
2022-08-17 23:59:59,0.0,c
2022-08-18 00:00:00,0.0,
2022-08-18 10:00:00,0.0,
2022-08-18 10:30:00,0.0,
2022-08-18 12:00:00,0.0,
2022-08-18 13:30:00,0.0,
2022-08-18 15:00:00,0.0,
2022-08-18 15:30:30,0.0,
2022-08-18 23:59:59,0.0,c
2022-08-19 00:00:00,0.0,
2022-08-19 10:00:00,0.0,
2022-08-19 10:30:00,0.0,
2022-08-19 12:00:00,0.0,
2022-08-19 13:30:00,0.0,
2022-08-19 15:00:00,0.0,
2022-08-19 15:30:30,0.0,
2022-08-19 23:59:59,0.0,w
2022-08-22 00:00:00,0.0,
2022-08-22 10:00:00,0.0,
2022-08-22 10:30:00,0.0,
2022-08-22 12:00:00,0.0,
2022-08-22 13:30:00,0.0,
2022-08-22 15:00:00,0.0,
2022-08-22 15:30:30,0.0,
2022-08-22 23:59:59,0.0,c
2022-08-23 00:00:00,0.0,
2022-08-23 10:00:00,0.0,
2022-08-23 10:30:00,0.0,
2022-08-23 12:00:00,0.0,
2022-08-23 13:30:00,0.0,
2022-08-23 15:00:00,0.0,
2022-08-23 15:30:30,0.0,
2022-08-23 23:59:59,0.0,c
2022-08-24 00:00:00,0.0,
2022-08-24 10:00:00,0.0,
2022-08-24 10:30:00,0.0,
2022-08-24 12:00:00,0.0,
2022-08-24 13:30:00,0.0,
2022-08-24 15:00:00,0.0,
2022-08-24 15:30:30,0.0,
2022-08-24 23:59:59,0.0,c
2022-08-25 00:00:00,0.0,
2022-08-25 10:00:00,0.0,
2022-08-25 10:30:00,0.0,
2022-08-25 12:00:00,0.0,
2022-08-25 13:30:00,0.0,
2022-08-25 15:00:00,0.0,
2022-08-25 15:30:30,0.0,
2022-08-25 23:59:59,0.0,c
2022-08-26 00:00:00,0.0,
2022-08-26 10:00:00,0.0,
2022-08-26 10:30:00,0.0,
2022-08-26 12:00:00,0.0,
2022-08-26 13:30:00,0.0,
2022-08-26 15:00:00,0.0,
2022-08-26 15:30:30,0.0,
2022-08-26 23:59:59,0.0,w
2022-08-29 00:00:00,0.0,
2022-08-29 10:00:00,0.0,
2022-08-29 10:30:00,0.0,
2022-08-29 12:00:00,0.0,
2022-08-29 13:30:00,0.0,
2022-08-29 15:00:00,0.0,
2022-08-29 15:30:30,0.0,
2022-08-29 23:59:59,0.0,c
2022-08-30 00:00:00,0.0,
2022-08-30 10:00:00,0.0,
2022-08-30 10:30:00,0.0,
2022-08-30 12:00:00,0.0,
2022-08-30 13:30:00,0.0,
2022-08-30 15:00:00,0.0,
2022-08-30 15:30:30,0.0,
2022-08-30 23:59:59,0.0,c
2022-08-31 00:00:00,0.0,
2022-08-31 10:00:00,0.0,
2022-08-31 10:30:00,0.0,
2022-08-31 12:00:00,0.0,
2022-08-31 13:30:00,0.0,
2022-08-31 15:00:00,0.0,
2022-08-31 15:30:30,0.0,
2022-08-31 23:59:59,0.0,c
2022-09-01 00:00:00,0.0,
2022-09-01 10:00:00,0.0,
2022-09-01 10:30:00,0.0,
2022-09-01 12:00:00,0.0,
2022-09-01 13:30:00,0.0,
2022-09-01 15:00:00,0.0,
2022-09-01 15:30:30,0.0,
2022-09-01 23:59:59,0.0,c
2022-09-02 00:00:00,0.0,
2022-09-02 10:00:00,0.0,
2022-09-02 10:30:00,0.0,
2022-09-02 12:00:00,0.0,
2022-09-02 13:30:00,0.0,
2022-09-02 15:00:00,0.0,
2022-09-02 15:30:30,0.0,
2022-09-02 23:59:59,0.0,a
2022-09-05 00:00:00,0.0,
2022-09-05 10:00:00,0.0,
2022-09-05 10:30:00,0.0,
2022-09-05 12:00:00,0.0,
2022-09-05 13:30:00,0.0,
2022-09-05 15:00:00,0.0,
2022-09-05 15:30:30,0.0,
2022-09-05 23:59:59,0.0,c
2022-09-06 00:00:00,0.0,
2022-09-06 10:00:00,0.0,
2022-09-06 10:30:00,0.0,
2022-09-06 12:00:00,0.0,
2022-09-06 13:30:00,0.0,
2022-09-06 15:00:00,0.0,
2022-09-06 15:30:30,0.0,
2022-09-06 23:59:59,0.0,c
2022-09-07 00:00:00,0.0,
2022-09-07 10:00:00,0.0,
2022-09-07 10:30:00,0.0,
2022-09-07 12:00:00,0.0,
2022-09-07 13:30:00,0.0,
2022-09-07 15:00:00,0.0,
2022-09-07 15:30:30,0.0,
2022-09-07 23:59:59,0.0,c
2022-09-08 00:00:00,0.0,
2022-09-08 10:00:00,0.0,
2022-09-08 10:30:00,0.0,
2022-09-08 12:00:00,0.0,
2022-09-08 13:30:00,0.0,
2022-09-08 15:00:00,0.0,
2022-09-08 15:30:30,0.0,
2022-09-08 23:59:59,0.0,c
2022-09-09 00:00:00,0.0,
2022-09-09 10:00:00,0.0,
2022-09-09 10:30:00,0.0,
2022-09-09 12:00:00,0.0,
2022-09-09 13:30:00,0.0,
2022-09-09 15:00:00,0.0,
2022-09-09 15:30:30,0.0,
2022-09-09 23:59:59,0.0,w
2022-09-12 00:00:00,0.0,
2022-09-12 10:00:00,0.0,
2022-09-12 10:30:00,0.0,
2022-09-12 12:00:00,0.0,
2022-09-12 13:30:00,0.0,
2022-09-12 15:00:00,0.0,
2022-09-12 15:30:30,0.0,
2022-09-12 23:59:59,0.0,c
2022-09-13 00:00:00,0.0,
2022-09-13 10:00:00,0.0,
2022-09-13 10:30:00,0.0,
2022-09-13 12:00:00,0.0,
2022-09-13 13:30:00,0.0,
2022-09-13 15:00:00,0.0,
2022-09-13 15:30:30,0.0,
2022-09-13 23:59:59,0.0,c
2022-09-14 00:00:00,0.0,
2022-09-14 10:00:00,0.0,
2022-09-14 10:30:00,0.0,
2022-09-14 12:00:00,0.0,
2022-09-14 13:30:00,0.0,
2022-09-14 15:00:00,0.0,
2022-09-14 15:30:30,0.0,
2022-09-14 23:59:59,0.0,c
2022-09-15 00:00:00,0.0,
2022-09-15 10:00:00,0.0,
2022-09-15 10:30:00,0.0,
2022-09-15 12:00:00,0.0,
2022-09-15 13:30:00,0.0,
2022-09-15 15:00:00,0.0,
2022-09-15 15:30:30,0.0,
2022-09-15 23:59:59,0.0,c
2022-09-16 00:00:00,0.0,
2022-09-16 10:00:00,0.0,
2022-09-16 10:30:00,0.0,
2022-09-16 12:00:00,0.0,
2022-09-16 13:30:00,0.0,
2022-09-16 15:00:00,0.0,
2022-09-16 15:30:30,0.0,
2022-09-16 23:59:59,0.0,e
2022-09-19 00:00:00,0.0,
2022-09-19 10:00:00,0.0,
2022-09-19 10:30:00,0.0,
2022-09-19 12:00:00,0.0,
2022-09-19 13:30:00,0.0,
2022-09-19 15:00:00,0.0,
2022-09-19 15:30:30,0.0,
