date,AS_MSCI_EM_REST_MIG_2022_Q3,meta
2022-06-30 00:00:00,-592.4777909079281,
2022-06-30 01:00:00,-569.678153551441,
2022-06-30 02:30:00,-569.678153551441,
2022-06-30 03:00:00,-569.678153551441,
2022-06-30 18:30:00,-569.678153551441,
2022-06-30 20:00:00,-569.678153551441,
2022-06-30 23:00:00,-533.2943134799347,
2022-06-30 23:59:59,-545.0772283501116,c
2022-07-01 00:00:00,-533.583182001858,
2022-07-01 01:00:00,-560.4611884434764,
2022-07-01 02:30:00,-560.4611884434764,
2022-07-01 03:00:00,-560.4611884434764,
2022-07-01 18:30:00,-560.4611884434764,
2022-07-01 20:00:00,-560.4611884434764,
2022-07-01 23:00:00,-560.4611884434764,
2022-07-01 23:59:59,-567.2853863488417,w
2022-07-04 00:00:00,-740.9582967468576,
2022-07-04 01:00:00,-770.4200318792773,
2022-07-04 02:30:00,-770.4200318792773,
2022-07-04 03:00:00,-770.4200318792773,
2022-07-04 18:30:00,-770.4200318792773,
2022-07-04 20:00:00,-770.4200318792773,
2022-07-04 23:00:00,-820.626826140898,
2022-07-04 23:59:59,-787.8554742028373,c
2022-07-05 00:00:00,-806.5588210041418,
2022-07-05 01:00:00,-792.1291724613291,
2022-07-05 02:30:00,-792.1291724613291,
2022-07-05 03:00:00,-792.1291724613291,
2022-07-05 18:30:00,-792.1291724613291,
2022-07-05 20:00:00,-792.1291724613291,
2022-07-05 23:00:00,-1000.1501523833182,
2022-07-05 23:59:59,-1007.1668224055185,c
2022-07-06 00:00:00,-1041.4790708770352,
2022-07-06 01:00:00,-1027.1311348499887,
2022-07-06 02:30:00,-1027.1311348499887,
2022-07-06 03:00:00,-1027.1311348499887,
2022-07-06 18:30:00,-1027.1311348499887,
2022-07-06 20:00:00,-1027.1311348499887,
2022-07-06 23:00:00,-1065.7974540636494,
2022-07-06 23:59:59,-1077.939734010516,c
2022-07-07 00:00:00,-1072.1236705114538,
2022-07-07 01:00:00,-1097.1690439416195,
2022-07-07 02:30:00,-1097.1690439416195,
2022-07-07 03:00:00,-1097.1690439416195,
2022-07-07 18:30:00,-1097.1690439416195,
2022-07-07 20:00:00,-1097.1690439416195,
2022-07-07 23:00:00,-1039.9871192214407,
2022-07-07 23:59:59,-1044.0289967521176,c
2022-07-08 00:00:00,-1033.3930373276337,
2022-07-08 01:00:00,-1059.2652305499444,
2022-07-08 02:30:00,-1059.2652305499444,
2022-07-08 03:00:00,-1059.2652305499444,
2022-07-08 18:30:00,-1059.2652305499444,
2022-07-08 20:00:00,-1059.2652305499444,
2022-07-08 23:00:00,-1059.2652305499444,
2022-07-08 23:59:59,-1055.6793124833907,w
2022-07-11 00:00:00,-1026.768078275752,
2022-07-11 01:00:00,-1048.9211511906205,
2022-07-11 02:30:00,-1048.9211511906205,
2022-07-11 03:00:00,-1048.9211511906205,
2022-07-11 18:30:00,-1048.9211511906205,
2022-07-11 20:00:00,-1048.9211511906205,
2022-07-11 23:00:00,-929.8100076671282,
2022-07-11 23:59:59,-943.3648580414975,c
2022-07-12 00:00:00,-932.9982835051028,
2022-07-12 01:00:00,-942.071086329387,
2022-07-12 02:30:00,-942.071086329387,
2022-07-12 03:00:00,-942.071086329387,
2022-07-12 18:30:00,-942.071086329387,
2022-07-12 20:00:00,-942.071086329387,
2022-07-12 23:00:00,-1045.4972839451243,
2022-07-12 23:59:59,-1026.5888784673114,c
2022-07-13 00:00:00,-1043.61700768738,
2022-07-13 01:00:00,-1086.4614796458097,
2022-07-13 02:30:00,-1086.4614796458097,
2022-07-13 03:00:00,-1086.4614796458097,
2022-07-13 18:30:00,-1086.4614796458097,
2022-07-13 20:00:00,-1086.4614796458097,
2022-07-13 23:00:00,-1101.2772675684805,
2022-07-13 23:59:59,-1085.7218158489381,c
2022-07-14 00:00:00,-1064.9249850207157,
2022-07-14 01:00:00,-1082.1258105267823,
2022-07-14 02:30:00,-1082.1258105267823,
2022-07-14 03:00:00,-1082.1258105267823,
2022-07-14 18:30:00,-1082.1258105267823,
2022-07-14 20:00:00,-1082.1258105267823,
2022-07-14 23:00:00,-1035.1091214343287,
2022-07-14 23:59:59,-1049.3548165042016,c
2022-07-15 00:00:00,-1067.0261446350246,
2022-07-15 01:00:00,-1090.925894759677,
2022-07-15 02:30:00,-1090.925894759677,
2022-07-15 03:00:00,-1090.925894759677,
2022-07-15 18:30:00,-1090.925894759677,
2022-07-15 20:00:00,-1090.925894759677,
2022-07-15 23:00:00,-1090.925894759677,
2022-07-15 23:59:59,-1086.5488208317765,w
2022-07-18 00:00:00,-986.6565261306965,
2022-07-18 01:00:00,-988.0107157612499,
2022-07-18 02:30:00,-988.0107157612499,
2022-07-18 03:00:00,-988.0107157612499,
2022-07-18 18:30:00,-988.0107157612499,
2022-07-18 20:00:00,-988.0107157612499,
2022-07-18 23:00:00,-928.21002404974,
2022-07-18 23:59:59,-941.3143648663408,c
2022-07-19 00:00:00,-950.7786015836015,
2022-07-19 01:00:00,-944.0735873813012,
