date,pos,meta
2022-05-20 00:00:00,0,
2022-05-20 01:00:00,0,
2022-05-20 02:30:00,0,
2022-05-20 03:00:00,0,
2022-05-20 18:30:00,0,
2022-05-20 20:00:00,0,
2022-05-20 23:00:00,0,
2022-05-20 23:59:59,0,w
2022-05-23 00:00:00,0,
2022-05-23 01:00:00,0,
2022-05-23 02:30:00,0,
2022-05-23 03:00:00,0,
2022-05-23 18:30:00,0,
2022-05-23 20:00:00,0,
2022-05-23 23:00:00,0,
2022-05-23 23:59:59,0,c
2022-05-24 00:00:00,0,
2022-05-24 01:00:00,0,
2022-05-24 02:30:00,0,
2022-05-24 03:00:00,0,
2022-05-24 18:30:00,0,
2022-05-24 20:00:00,0,
2022-05-24 23:00:00,0,
2022-05-24 23:59:59,0,c
2022-05-25 00:00:00,0,
2022-05-25 01:00:00,0,
2022-05-25 02:30:00,0,
2022-05-25 03:00:00,0,
2022-05-25 18:30:00,0,
2022-05-25 20:00:00,0,
2022-05-25 23:00:00,0,
2022-05-25 23:59:59,0,c
2022-05-26 00:00:00,0,
2022-05-26 01:00:00,0,
2022-05-26 02:30:00,0,
2022-05-26 03:00:00,0,
2022-05-26 18:30:00,0,
2022-05-26 20:00:00,0,
2022-05-26 23:00:00,0,
2022-05-26 23:59:59,0,c
2022-05-27 00:00:00,0,
2022-05-27 01:00:00,0,
2022-05-27 02:30:00,0,
2022-05-27 03:00:00,0,
2022-05-27 18:30:00,0,
2022-05-27 20:00:00,0,
2022-05-27 23:00:00,0,
2022-05-27 23:59:59,0,w
2022-05-30 00:00:00,0,
2022-05-30 01:00:00,0,
2022-05-30 02:30:00,0,
2022-05-30 03:00:00,0,
2022-05-30 18:30:00,0,
2022-05-30 20:00:00,0,
2022-05-30 23:00:00,0,
2022-05-30 23:59:59,0,c
2022-05-31 00:00:00,0,
2022-05-31 01:00:00,0,
2022-05-31 02:30:00,0,
2022-05-31 03:00:00,0,
2022-05-31 18:30:00,0,
2022-05-31 20:00:00,0,
2022-05-31 23:00:00,0,
2022-05-31 23:59:59,0,c
2022-06-01 00:00:00,0,
2022-06-01 01:00:00,0,
2022-06-01 02:30:00,0,
2022-06-01 03:00:00,0,
2022-06-01 18:30:00,0,
2022-06-01 20:00:00,0,
2022-06-01 23:00:00,0,
2022-06-01 23:59:59,0,c
2022-06-02 00:00:00,0,
2022-06-02 01:00:00,0,
2022-06-02 02:30:00,0,
2022-06-02 03:00:00,0,
2022-06-02 18:30:00,0,
2022-06-02 20:00:00,0,
2022-06-02 23:00:00,0,
2022-06-02 23:59:59,0,c
2022-06-03 00:00:00,0,
2022-06-03 01:00:00,0,
2022-06-03 02:30:00,0,
2022-06-03 03:00:00,0,
2022-06-03 18:30:00,0,
2022-06-03 20:00:00,0,
2022-06-03 23:00:00,0,
2022-06-03 23:59:59,0,a
2022-06-06 00:00:00,0,
2022-06-06 01:00:00,0,
2022-06-06 02:30:00,0,
2022-06-06 03:00:00,0,
2022-06-06 18:30:00,0,
2022-06-06 20:00:00,0,
2022-06-06 23:00:00,0,
2022-06-06 23:59:59,0,c
2022-06-07 00:00:00,0,
2022-06-07 01:00:00,0,
2022-06-07 02:30:00,0,
2022-06-07 03:00:00,0,
2022-06-07 18:30:00,0,
2022-06-07 20:00:00,0,
2022-06-07 23:00:00,0,
2022-06-07 23:59:59,0,c
2022-06-08 00:00:00,0,
2022-06-08 01:00:00,0,
2022-06-08 02:30:00,0,
2022-06-08 03:00:00,0,
2022-06-08 18:30:00,0,
2022-06-08 20:00:00,0,
2022-06-08 23:00:00,0,
2022-06-08 23:59:59,0,c
2022-06-09 00:00:00,0,
2022-06-09 01:00:00,0,
2022-06-09 02:30:00,0,
2022-06-09 03:00:00,0,
2022-06-09 18:30:00,0,
2022-06-09 20:00:00,0,
2022-06-09 23:00:00,0,
2022-06-09 23:59:59,0,c
2022-06-10 00:00:00,0,
2022-06-10 01:00:00,0,
2022-06-10 02:30:00,0,
2022-06-10 03:00:00,0,
2022-06-10 18:30:00,0,
2022-06-10 20:00:00,0,
2022-06-10 23:00:00,0,
2022-06-10 23:59:59,0,w
2022-06-13 00:00:00,0,
2022-06-13 01:00:00,0,
2022-06-13 02:30:00,0,
2022-06-13 03:00:00,0,
2022-06-13 18:30:00,0,
2022-06-13 20:00:00,0,
2022-06-13 23:00:00,0,
2022-06-13 23:59:59,0,c
2022-06-14 00:00:00,0,
2022-06-14 01:00:00,0,
2022-06-14 02:30:00,0,
2022-06-14 03:00:00,0,
2022-06-14 18:30:00,0,
2022-06-14 20:00:00,0,
2022-06-14 23:00:00,0,
2022-06-14 23:59:59,0,c
2022-06-15 00:00:00,0,
2022-06-15 01:00:00,0,
2022-06-15 02:30:00,0,
2022-06-15 03:00:00,0,
2022-06-15 18:30:00,0,
2022-06-15 20:00:00,0,
2022-06-15 23:00:00,0,
2022-06-15 23:59:59,0,c
2022-06-16 00:00:00,0,
2022-06-16 01:00:00,0,
2022-06-16 02:30:00,0,
2022-06-16 03:00:00,0,
2022-06-16 18:30:00,0,
