date,pos,meta
2022-05-20 00:00:00,0,
2022-05-20 03:30:00,0,
2022-05-20 04:00:00,0,
2022-05-20 06:00:00,0,
2022-05-20 08:00:00,0,
2022-05-20 10:30:00,0,
2022-05-20 11:00:00,0,
2022-05-20 23:59:59,0,w
2022-05-23 00:00:00,0,
2022-05-23 03:30:00,0,
2022-05-23 04:00:00,0,
2022-05-23 06:00:00,0,
2022-05-23 08:00:00,0,
2022-05-23 10:30:00,0,
2022-05-23 11:00:00,0,
2022-05-23 23:59:59,0,c
2022-05-24 00:00:00,0,
2022-05-24 03:30:00,0,
2022-05-24 04:00:00,0,
2022-05-24 06:00:00,0,
2022-05-24 08:00:00,0,
2022-05-24 10:30:00,0,
2022-05-24 11:00:00,0,
2022-05-24 23:59:59,0,c
2022-05-25 00:00:00,0,
2022-05-25 03:30:00,0,
2022-05-25 04:00:00,0,
2022-05-25 06:00:00,0,
2022-05-25 08:00:00,0,
2022-05-25 10:30:00,0,
2022-05-25 11:00:00,0,
2022-05-25 23:59:59,0,c
2022-05-26 00:00:00,0,
2022-05-26 03:30:00,0,
2022-05-26 04:00:00,0,
2022-05-26 06:00:00,0,
2022-05-26 08:00:00,0,
2022-05-26 10:30:00,0,
2022-05-26 11:00:00,0,
2022-05-26 23:59:59,0,c
2022-05-27 00:00:00,0,
2022-05-27 03:30:00,0,
2022-05-27 04:00:00,0,
2022-05-27 06:00:00,0,
2022-05-27 08:00:00,0,
2022-05-27 10:30:00,0,
2022-05-27 11:00:00,0,
2022-05-27 23:59:59,0,w
2022-05-30 00:00:00,0,
2022-05-30 03:30:00,0,
2022-05-30 04:00:00,0,
2022-05-30 06:00:00,0,
2022-05-30 08:00:00,0,
2022-05-30 10:30:00,0,
2022-05-30 11:00:00,0,
2022-05-30 23:59:59,0,c
2022-05-31 00:00:00,0,
2022-05-31 03:30:00,0,
2022-05-31 04:00:00,0,
2022-05-31 06:00:00,0,
2022-05-31 08:00:00,0,
2022-05-31 10:30:00,0,
2022-05-31 11:00:00,0,
2022-05-31 23:59:59,0,c
2022-06-01 00:00:00,0,
2022-06-01 03:30:00,0,
2022-06-01 04:00:00,0,
2022-06-01 06:00:00,0,
2022-06-01 08:00:00,0,
2022-06-01 10:30:00,0,
2022-06-01 11:00:00,0,
2022-06-01 23:59:59,0,c
2022-06-02 00:00:00,0,
2022-06-02 03:30:00,0,
2022-06-02 04:00:00,0,
2022-06-02 06:00:00,0,
2022-06-02 08:00:00,0,
2022-06-02 10:30:00,0,
2022-06-02 11:00:00,0,
2022-06-02 23:59:59,0,c
2022-06-03 00:00:00,0,
2022-06-03 03:30:00,0,
2022-06-03 04:00:00,0,
2022-06-03 06:00:00,0,
2022-06-03 08:00:00,0,
2022-06-03 10:30:00,0,
2022-06-03 11:00:00,0,
2022-06-03 23:59:59,0,a
2022-06-06 00:00:00,0,
2022-06-06 03:30:00,0,
2022-06-06 04:00:00,0,
2022-06-06 06:00:00,0,
2022-06-06 08:00:00,0,
2022-06-06 10:30:00,0,
2022-06-06 11:00:00,0,
2022-06-06 23:59:59,0,c
2022-06-07 00:00:00,0,
2022-06-07 03:30:00,0,
2022-06-07 04:00:00,0,
2022-06-07 06:00:00,0,
2022-06-07 08:00:00,0,
2022-06-07 10:30:00,0,
2022-06-07 11:00:00,0,
2022-06-07 23:59:59,0,c
2022-06-08 00:00:00,0,
2022-06-08 03:30:00,0,
2022-06-08 04:00:00,0,
2022-06-08 06:00:00,0,
2022-06-08 08:00:00,0,
2022-06-08 10:30:00,0,
2022-06-08 11:00:00,0,
2022-06-08 23:59:59,0,c
2022-06-09 00:00:00,0,
2022-06-09 03:30:00,0,
2022-06-09 04:00:00,0,
2022-06-09 06:00:00,0,
2022-06-09 08:00:00,0,
2022-06-09 10:30:00,0,
2022-06-09 11:00:00,0,
2022-06-09 23:59:59,0,c
2022-06-10 00:00:00,0,
2022-06-10 03:30:00,0,
2022-06-10 04:00:00,0,
2022-06-10 06:00:00,0,
2022-06-10 08:00:00,0,
2022-06-10 10:30:00,0,
2022-06-10 11:00:00,0,
2022-06-10 23:59:59,0,w
2022-06-13 00:00:00,0,
2022-06-13 03:30:00,0,
2022-06-13 04:00:00,0,
2022-06-13 06:00:00,0,
2022-06-13 08:00:00,0,
2022-06-13 10:30:00,0,
2022-06-13 11:00:00,0,
2022-06-13 23:59:59,0,c
2022-06-14 00:00:00,0,
2022-06-14 03:30:00,0,
2022-06-14 04:00:00,0,
2022-06-14 06:00:00,0,
2022-06-14 08:00:00,0,
2022-06-14 10:30:00,0,
