date,pos,meta
2022-11-18 00:00:00,0,
2022-11-18 10:00:00,0,
2022-11-18 10:30:00,0,
2022-11-18 12:00:00,0,
2022-11-18 13:30:00,0,
2022-11-18 15:00:00,0,
2022-11-18 15:30:30,0,
2022-11-18 23:59:59,0,w
2022-11-21 00:00:00,0,
2022-11-21 10:00:00,0,
2022-11-21 10:30:00,0,
2022-11-21 12:00:00,0,
2022-11-21 13:30:00,0,
2022-11-21 15:00:00,0,
2022-11-21 15:30:30,0,
2022-11-21 23:59:59,0,c
2022-11-22 00:00:00,0,
2022-11-22 10:00:00,0,
2022-11-22 10:30:00,0,
2022-11-22 12:00:00,0,
2022-11-22 13:30:00,0,
2022-11-22 15:00:00,0,
2022-11-22 15:30:30,0,
2022-11-22 23:59:59,0,c
2022-11-23 00:00:00,0,
2022-11-23 10:00:00,0,
2022-11-23 10:30:00,0,
2022-11-23 12:00:00,0,
2022-11-23 13:30:00,0,
2022-11-23 15:00:00,0,
2022-11-23 15:30:30,0,
2022-11-23 23:59:59,0,c
2022-11-24 00:00:00,0,
2022-11-24 10:00:00,0,
2022-11-24 10:30:00,0,
2022-11-24 12:00:00,0,
2022-11-24 13:30:00,0,
2022-11-24 15:00:00,0,
2022-11-24 15:30:30,0,
2022-11-24 23:59:59,0,c
2022-11-25 00:00:00,0,
2022-11-25 10:00:00,0,
2022-11-25 10:30:00,0,
2022-11-25 12:00:00,0,
2022-11-25 13:30:00,0,
2022-11-25 15:00:00,0,
2022-11-25 15:30:30,0,
2022-11-25 23:59:59,0,w
2022-11-28 00:00:00,0,
2022-11-28 10:00:00,0,
2022-11-28 10:30:00,0,
2022-11-28 12:00:00,0,
2022-11-28 13:30:00,0,
2022-11-28 15:00:00,0,
2022-11-28 15:30:30,0,
2022-11-28 23:59:59,0,c
2022-11-29 00:00:00,0,
2022-11-29 10:00:00,0,
2022-11-29 10:30:00,0,
2022-11-29 12:00:00,0,
2022-11-29 13:30:00,0,
2022-11-29 15:00:00,0,
2022-11-29 15:30:30,0,
2022-11-29 23:59:59,0,c
2022-11-30 00:00:00,0,
2022-11-30 10:00:00,0,
2022-11-30 10:30:00,0,
2022-11-30 12:00:00,0,
2022-11-30 13:30:00,0,
2022-11-30 15:00:00,0,
2022-11-30 15:30:30,0,
2022-11-30 23:59:59,0,c
2022-12-01 00:00:00,0,
2022-12-01 10:00:00,0,
2022-12-01 10:30:00,0,
2022-12-01 12:00:00,0,
2022-12-01 13:30:00,0,
2022-12-01 15:00:00,0,
2022-12-01 15:30:30,0,
2022-12-01 23:59:59,100,c
2022-12-02 00:00:00,0,
2022-12-02 10:00:00,0,
2022-12-02 10:30:00,0,
2022-12-02 12:00:00,0,
2022-12-02 13:30:00,0,
2022-12-02 15:00:00,0,
2022-12-02 15:30:30,0,
2022-12-02 23:59:59,300,a
2022-12-05 00:00:00,0,
2022-12-05 10:00:00,0,
2022-12-05 10:30:00,0,
2022-12-05 12:00:00,0,
2022-12-05 13:30:00,0,
2022-12-05 15:00:00,0,
2022-12-05 15:30:30,0,
2022-12-05 23:59:59,100,c
2022-12-06 00:00:00,0,
2022-12-06 10:00:00,0,
2022-12-06 10:30:00,0,
2022-12-06 12:00:00,0,
2022-12-06 13:30:00,0,
2022-12-06 15:00:00,0,
2022-12-06 15:30:30,0,
2022-12-06 23:59:59,250,c
2022-12-07 00:00:00,0,
2022-12-07 10:00:00,0,
2022-12-07 10:30:00,0,
2022-12-07 12:00:00,0,
2022-12-07 13:30:00,0,
2022-12-07 15:00:00,0,
2022-12-07 15:30:30,0,
2022-12-07 23:59:59,300,c
2022-12-08 00:00:00,0,
2022-12-08 10:00:00,0,
2022-12-08 10:30:00,0,
2022-12-08 12:00:00,0,
2022-12-08 13:30:00,0,
2022-12-08 15:00:00,0,
2022-12-08 15:30:30,0,
2022-12-08 23:59:59,300,c
2022-12-09 00:00:00,0,
2022-12-09 10:00:00,0,
2022-12-09 10:30:00,0,
2022-12-09 12:00:00,0,
2022-12-09 13:30:00,0,
2022-12-09 15:00:00,0,
2022-12-09 15:30:30,0,
2022-12-09 23:59:59,397,w
2022-12-12 00:00:00,0,
2022-12-12 10:00:00,0,
2022-12-12 10:30:00,0,
2022-12-12 12:00:00,0,
2022-12-12 13:30:00,0,
2022-12-12 15:00:00,0,
2022-12-12 15:30:30,0,
2022-12-12 23:59:59,300,c
2022-12-13 00:00:00,0,
2022-12-13 10:00:00,0,
2022-12-13 10:30:00,0,
2022-12-13 12:00:00,0,
2022-12-13 13:30:00,0,
2022-12-13 15:00:00,0,
2022-12-13 15:30:30,0,
2022-12-13 23:59:59,300,c
2022-12-14 00:00:00,0,
2022-12-14 10:00:00,0,
2022-12-14 10:30:00,0,
2022-12-14 12:00:00,0,
2022-12-14 13:30:00,0,
2022-12-14 15:00:00,0,
2022-12-14 15:30:30,0,
2022-12-14 23:59:59,300,c
2022-12-15 00:00:00,0,
2022-12-15 10:00:00,0,
2022-12-15 10:30:00,0,
2022-12-15 12:00:00,0,
2022-12-15 13:30:00,0,
2022-12-15 15:00:00,0,
2022-12-15 15:30:30,0,
2022-12-15 23:59:59,300,c
2022-12-16 00:00:00,0,
2022-12-16 10:00:00,0,
2022-12-16 10:30:00,0,
2022-12-16 12:00:00,0,
2022-12-16 13:30:00,0,
2022-12-16 15:00:00,0,
2022-12-16 15:30:30,0,
2022-12-16 23:59:59,-100,e
2022-12-19 00:00:00,0,
2022-12-19 10:00:00,0,
2022-12-19 10:30:00,0,
2022-12-19 12:00:00,0,
2022-12-19 13:30:00,0,
2022-12-19 15:00:00,0,
2022-12-19 15:30:30,0,
2022-12-19 23:59:59,0,c
2022-12-20 00:00:00,0,
2022-12-20 10:00:00,0,
2022-12-20 10:30:00,0,
2022-12-20 12:00:00,0,
2022-12-20 13:30:00,0,
2022-12-20 15:00:00,0,
2022-12-20 15:30:30,0,
2022-12-20 23:59:59,-100,c
2022-12-21 00:00:00,0,
2022-12-21 10:00:00,0,
2022-12-21 10:30:00,0,
2022-12-21 12:00:00,0,
2022-12-21 13:30:00,0,
2022-12-21 15:00:00,0,
2022-12-21 15:30:30,0,
2022-12-21 23:59:59,-100,c
2022-12-22 00:00:00,0,
2022-12-22 10:00:00,0,
2022-12-22 10:30:00,0,
2022-12-22 12:00:00,0,
2022-12-22 13:30:00,0,
2022-12-22 15:00:00,0,
2022-12-22 15:30:30,0,
2022-12-22 23:59:59,-100,c
2022-12-23 00:00:00,0,
2022-12-23 10:00:00,0,
2022-12-23 10:30:00,0,
2022-12-23 12:00:00,0,
2022-12-23 13:30:00,0,
2022-12-23 15:00:00,0,
2022-12-23 15:30:30,0,
2022-12-23 23:59:59,-100,w
