date,pos,meta
2022-08-11 00:00:00,0,
2022-08-11 03:30:00,0,
2022-08-11 04:00:00,0,
2022-08-11 06:00:00,0,
2022-08-11 08:00:00,0,
2022-08-11 10:30:00,0,
2022-08-11 11:00:00,0,
2022-08-11 23:59:59,0,c
2022-08-12 00:00:00,0,
2022-08-12 03:30:00,0,
2022-08-12 04:00:00,0,
2022-08-12 06:00:00,0,
2022-08-12 08:00:00,0,
2022-08-12 10:30:00,0,
2022-08-12 11:00:00,0,
2022-08-12 23:59:59,0,w
2022-08-15 00:00:00,0,
2022-08-15 03:30:00,0,
2022-08-15 04:00:00,0,
2022-08-15 06:00:00,0,
2022-08-15 08:00:00,0,
2022-08-15 10:30:00,0,
2022-08-15 11:00:00,0,
2022-08-15 23:59:59,0,c
2022-08-16 00:00:00,0,
2022-08-16 03:30:00,0,
2022-08-16 04:00:00,0,
2022-08-16 06:00:00,0,
2022-08-16 08:00:00,0,
2022-08-16 10:30:00,0,
2022-08-16 11:00:00,0,
2022-08-16 23:59:59,0,c
2022-08-17 00:00:00,0,
2022-08-17 03:30:00,0,
2022-08-17 04:00:00,0,
2022-08-17 06:00:00,0,
2022-08-17 08:00:00,0,
2022-08-17 10:30:00,0,
2022-08-17 11:00:00,0,
2022-08-17 23:59:59,0,c
2022-08-18 00:00:00,0,
2022-08-18 03:30:00,0,
2022-08-18 04:00:00,0,
2022-08-18 06:00:00,0,
2022-08-18 08:00:00,0,
2022-08-18 10:30:00,0,
2022-08-18 11:00:00,0,
2022-08-18 23:59:59,0,c
2022-08-19 00:00:00,0,
2022-08-19 03:30:00,0,
2022-08-19 04:00:00,0,
2022-08-19 06:00:00,0,
2022-08-19 08:00:00,0,
2022-08-19 10:30:00,0,
2022-08-19 11:00:00,0,
2022-08-19 23:59:59,0,w
2022-08-22 00:00:00,0,
2022-08-22 03:30:00,0,
2022-08-22 04:00:00,0,
2022-08-22 06:00:00,0,
2022-08-22 08:00:00,0,
2022-08-22 10:30:00,0,
2022-08-22 11:00:00,0,
2022-08-22 23:59:59,0,c
2022-08-23 00:00:00,0,
2022-08-23 03:30:00,0,
2022-08-23 04:00:00,0,
2022-08-23 06:00:00,0,
2022-08-23 08:00:00,0,
2022-08-23 10:30:00,0,
2022-08-23 11:00:00,0,
2022-08-23 23:59:59,0,c
2022-08-24 00:00:00,0,
2022-08-24 03:30:00,0,
2022-08-24 04:00:00,0,
2022-08-24 06:00:00,0,
2022-08-24 08:00:00,0,
2022-08-24 10:30:00,0,
2022-08-24 11:00:00,0,
2022-08-24 23:59:59,0,c
2022-08-25 00:00:00,0,
2022-08-25 03:30:00,0,
2022-08-25 04:00:00,0,
2022-08-25 06:00:00,0,
2022-08-25 08:00:00,0,
2022-08-25 10:30:00,0,
2022-08-25 11:00:00,0,
2022-08-25 23:59:59,0,c
2022-08-26 00:00:00,0,
2022-08-26 03:30:00,0,
2022-08-26 04:00:00,0,
2022-08-26 06:00:00,0,
2022-08-26 08:00:00,0,
2022-08-26 10:30:00,0,
2022-08-26 11:00:00,0,
2022-08-26 23:59:59,0,w
2022-08-29 00:00:00,0,
2022-08-29 03:30:00,0,
2022-08-29 04:00:00,0,
2022-08-29 06:00:00,0,
2022-08-29 08:00:00,0,
2022-08-29 10:30:00,0,
2022-08-29 11:00:00,0,
2022-08-29 23:59:59,0,c
2022-08-30 00:00:00,0,
2022-08-30 03:30:00,0,
2022-08-30 04:00:00,0,
2022-08-30 06:00:00,0,
2022-08-30 08:00:00,0,
2022-08-30 10:30:00,0,
2022-08-30 11:00:00,0,
2022-08-30 23:59:59,0,c
2022-08-31 00:00:00,0,
2022-08-31 03:30:00,0,
2022-08-31 04:00:00,0,
2022-08-31 06:00:00,0,
2022-08-31 08:00:00,0,
2022-08-31 10:30:00,0,
2022-08-31 11:00:00,0,
2022-08-31 23:59:59,0,c
2022-09-01 00:00:00,0,
2022-09-01 03:30:00,0,
